album_id,album_comments,album_date_created,album_year_released,album_engineer,album_favorites,album_handle,album_image_file,album_images,album_information,album_listens,album_producer,album_title,album_tracks,album_type,album_url,artist_name,artist_url,tags
170,0,11/26/2008 02:11:02 AM,2009,,0,Ragged_Rubble,https://freemusicarchive.org/file/images/albums/Double_Dagger_-_Ragged_Rubble_-_2009113012333005.jpg,"[{'image_id': '634', 'image_file': 'https://freemusicarchive.org/file/images/artists/Infinite_Body_-_2009113014931779.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>The first Thrill Jockey release for the trio featuring Bruce Willen, Denny Bowen, and Nolen Strals.</p>",418,,Ragged Rubble,1,Album,http://freemusicarchive.org/music/Double_Dagger/Ragged_Rubble/,Double Dagger,http://freemusicarchive.org/music/Double_Dagger/,[]
171,0,11/26/2008 02:11:05 AM,2006,Brian Mumform (teen sports! no rules! studio),1,rebukes,https://freemusicarchive.org/file/images/albums/Dragging_an_Ox_Through_Water_-_rebukes_-_2009113012336251.jpg,"[{'image_id': '1954', 'user_id': None, 'artist_id': None, 'album_id': '171', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Dragging_an_Ox_Through_Water_-_rebukes_-_2009113012336251.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p><b>[<a href=""http://sites.google.com/site/throughwater/releases/dragginganoxthroughwater-rebukes"">more info here</a>]</b></p>",508,Brian Mumform,"""rebukes!""",0,Album,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/rebukes/,Dragging an Ox Through Water,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/,[]
172,0,11/26/2008 02:11:06 AM,2003,Brian Mumform (teen sports! no rules! studio),0,Dragging_an_Ox_Through_Water_-_ST3INCH,https://freemusicarchive.org/file/images/albums/Dragging_an_Ox_Through_Water_-_Dragging_an_Ox_Through_Water_-_ST3INCH_-_2009113012336191.jpg,"[{'image_id': '450', 'image_file': 'https://freemusicarchive.org/file/images/artists/Jad_Fair_-_2009113014940461.jpg', 'image_title': 'Jad Fair (home)', 'image_caption': 'Jad Fair', 'image_copyright': None, 'image_source': 'http://jadfair.org'}]","<p><b>[<a href=""http://sites.google.com/site/throughwater/releases/dragginganoxthroughwater-st3inch"">more info</a>]</b></p>",369,Brian Mumform,Dragging an Ox Through Water - S/T3INCH,0,Album,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/Dragging_an_Ox_Through_Water_-_ST3INCH/,Dragging an Ox Through Water,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/,[]
173,0,11/26/2008 02:11:08 AM,2008,Brian Mumform (teen sports! no rules! studio),0,The_Tropics_of_Phenomenon,https://freemusicarchive.org/file/images/albums/Dragging_an_Ox_Through_Water_-_The_Tropics_of_Phenomenon_-_2009113012337268.jpg,"[{'image_id': '1956', 'user_id': None, 'artist_id': None, 'album_id': '173', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Dragging_an_Ox_Through_Water_-_The_Tropics_of_Phenomenon_-_2009113012337268.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>[<a href=""http://sites.google.com/site/throughwater/releases/dragginganoxthroughwater-thetropicsofphenomenon"">more info here</a>]</p><p></p><p>12"" on Awesome Vistas label</p><p>CD on <a href=""http://www.freedomtospend.net/"">Freedom to Spend</a> label</p>",567,Brian Mumform,The Tropics of Phenomenon,0,Album,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/The_Tropics_of_Phenomenon/,Dragging an Ox Through Water,http://freemusicarchive.org/music/Dragging_an_Ox_Through_Water/,[]
174,0,11/26/2008 02:11:10 AM,2006,,0,a_prairie_elephant_remembers,https://freemusicarchive.org/file/images/albums/Argumentix__Dragging_an_Ox_Through_Water_-_a_prairie_elephant_remembers_-_2009113011853993.jpg,"[{'image_id': '588', 'image_file': 'https://freemusicarchive.org/file/images/artists/Jason_Willett_-_2009113014950764.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]",<p>Collaboration with Argumentix<br /></p>,113,,a prairie elephant remembers...,0,Single Tracks,http://freemusicarchive.org/music/Argumentix__Dragging_an_Ox_Through_Water/a_prairie_elephant_remembers/,Argumentix + Dragging an Ox Through Water,http://freemusicarchive.org/music/Argumentix__Dragging_an_Ox_Through_Water/,[]
175,0,11/26/2008 02:11:16 AM,2009,,0,Immaterial,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '455', 'image_file': 'https://freemusicarchive.org/file/images/artists/Jad_Fair_and_Jason_Willett_-_2009113014941432.jpg', 'image_title': 'Jad Fair and Jason Willett', 'image_caption': 'Jad Fair and Jason Willett', 'image_copyright': None, 'image_source': 'http://jadfair.org/about/photos/000485'}]","<p>The improv/electro-acoustic duo of Ernst Karel and Kyle Bruckmann. <a href=""http://ekg.klingt.org/"">Karel</a> -- who has collaborated with just about everyone in Chicago, from Weasel Walter and Ken Vandermark to David Grubbs and Bobby Conn -- plays trumpet and analog electronics. <a href=""http://kylebruckmann.com/"">Bruckmann</a> -- formerly of <a href=""http://www.mylozenge.com/"">Lozenge</a> -- plays oboe, english horn, suona, and electronics. Here's both sides from a 10&rdquo; vinyl release that never materialized.</p>",1410,,Immaterial,2,Album,http://freemusicarchive.org/music/EKG/Immaterial/,EKG,http://freemusicarchive.org/music/EKG/,[]
176,0,11/26/2008 02:11:28 AM,,,0,Viridian_City,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,[],,2865,,Viridian City,13,Album,http://freemusicarchive.org/music/Ed_Askew/Viridian_City/,Ed Askew,http://freemusicarchive.org/music/Ed_Askew/,[]
177,0,11/26/2008 02:11:38 AM,2009,,0,Rainy_Day_Song,https://freemusicarchive.org/file/images/albums/Ed_Askew_-_Rainy_Day_Song_-_2009113012400148.jpg,"[{'image_id': '889', 'image_file': 'https://freemusicarchive.org/file/images/artists/Kevin_Shields_-_2009113015038113.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p><em>Rainy Day Song</em> is the first commercial release of new Ed Askew material since <em>Ed Askew/Ask the Unicorn</em> (ESP-Disk, 1968).&nbsp; It was recorded in the summer of 2007 in New York City.</p>",1329,,Rainy Day Song,2,Album,http://freemusicarchive.org/music/Ed_Askew/Rainy_Day_Song/,Ed Askew,http://freemusicarchive.org/music/Ed_Askew/,[]
179,0,11/26/2008 02:12:23 AM,2009,,0,Funeral_Home_Session_7,https://freemusicarchive.org/file/images/albums/El_Jesus_De_Magico_-_Funeral_Home_Session_7_-_2009113012403447.jpg,"[{'image_id': '522', 'user_id': None, 'artist_id': None, 'album_id': '179', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/El_Jesus_De_Magico_-_Funeral_Home_Session_7_-_2009113012403447.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>These songs are from their <a href=""http://columbusdiscountrecording.com/records/catalog.html"">Funeral Home Session 7''</a>, which was actually recorded in a downtown Columbus funeral home.</p>",1551,,"Funeral Home Session 7""",3,Album,http://freemusicarchive.org/music/El_Jesus_De_Magico/Funeral_Home_Session_7/,El Jesus De Magico,http://freemusicarchive.org/music/El_Jesus_De_Magico/,[]
181,0,11/26/2008 02:13:10 AM,1999,,0,Radio_Reverie_in_the_Waiting_Place,https://freemusicarchive.org/file/images/albums/Eric_Leonardson_-_Radio_Reverie_in_the_Waiting_Place_-_2009113012418011.jpg,"[{'image_id': '644', 'image_file': 'https://freemusicarchive.org/file/images/artists/Knit_Witch_-_2009113015044605.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]",<p>Solo electroacoustic works created between 1992 and 1998.</p>,152,,Radio Reverie in the Waiting Place,2,Album,http://freemusicarchive.org/music/Eric_Leonardson/Radio_Reverie_in_the_Waiting_Place/,Eric Leonardson,http://freemusicarchive.org/music/Eric_Leonardson/,[]
182,0,11/26/2008 02:13:20 AM,2009,,0,Rarebit,https://freemusicarchive.org/file/images/albums/Eric_Leonardson_and_Steve_Barsotti_-_Rarebit_-_2009113012419982.jpg,"[{'image_id': '646', 'image_file': 'https://freemusicarchive.org/file/images/artists/Kowloon_Walled_City_-_2009113015047056.jpg', 'image_title': 'artists Image', 'image_caption': 'hemlock, san francisco, apr 2008', 'image_copyright': 'shannon corr. All Rights Reserved', 'image_source': None}]","<p>Rarebit is the culmination of a four-year project by sound artists and instrument inventors Steve Barsotti and Eric Leonardson. Taking their cues from 20th Century sound artist-inventors Luigi Russolo and Harry Partch, the self-built instruments of Barsotti and Leonardson use coil springs, eyebolts, various pieces of wood and other familiar materials that are amplified by contact microphones, skillfully producing sounds of incredible depth and texture, an amazing richness and variety given their humble origins. Their unique sounds are unlike any made with traditional Western instruments and modern electronic instruments. Given these novel sounds, their music retains human-level gestures as one expects from traditional acoustic music, yet with an emphasis on texture and timbre instead of melody or meter.<br /><br />Rarebit may draw comparisons to the sounds and music of fellow instrument inventors Hal Rammel, Bob Rutman, and the late Hugh Davies. Most of the nine pieces on the CD (nine tracks, 72 minutes total) are improvised pieces and two were composed. They create streams of sound that move fluidly from scene to scene with a communicative style and a dramatic sense of presence and dynamic range: from effervescent burbling, animal-like whines and grunts, to gritty metallic drones that transform into forlorn hissing and ethereal soundscapes. Some passages are nearly silent, breathy, and tranquil. (-via <a href=""http://www.ericleonardson.org/discography.html"" target=""_blank"">Eric's website</a>)</p>",55,,Rarebit,1,Album,http://freemusicarchive.org/music/Eric_Leonardson_and_Steve_Barsotti/Rarebit/,Eric Leonardson and Steve Barsotti,http://freemusicarchive.org/music/Eric_Leonardson_and_Steve_Barsotti/,[]
183,0,11/26/2008 02:13:27 AM,2007,,0,Dancing_Walls_Stir_the_Prairies,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '437', 'image_file': 'https://freemusicarchive.org/file/images/artists/Kyle_Bruckmann_-_2009113015051674.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]",,959,,Dancing Walls Stir the Prairies,1,Album,http://freemusicarchive.org/music/20090113113436599/Dancing_Walls_Stir_the_Prairies/,Anna Friz &amp; Eric Leonardson,http://freemusicarchive.org/music/20090113113436599/,[]
184,0,11/26/2008 02:13:29 AM,2005,,0,Spree_An_Escape_From_Reality,https://freemusicarchive.org/file/images/albums/Ethan_Persoff_-_Spree_An_Escape_From_Reality_-_2009113012424024.jpg,"[{'image_id': '580', 'image_file': 'https://freemusicarchive.org/file/images/artists/Kyle_Bruckmanns_Wrack_-_2009113015050389.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p><span style=""font-family:Arial, Helvetica, sans-serif;"">Dedicated to Alger Hiss and Ernie    Kovacs</span></p>
<p>Recorded from November 2003 - January 2005.</p>
<p>Sides 1 and 2 released September 2004. Sides 3 and 4 in January of 2005. Full album art and information at <a href=""http://www.ep.tc/spree"">http://www.ep.tc/spree</a></p>
<p>Acoustic instruments: piano, organ, five bells, guitar, bass, cheap shitty sounding drum kitPre-recorded sources: 87 records, 6 reel-to-reel tapes, one self-help cassette, two educational filmstripsElectronic: morse code device, vocoder, four circuit-bent sound toys, korg synth, signal generator, and other loud test equipmentAdditionally: doorbell, dishwasher, outdoor street/bug noise and a fork in a food grinderprocessed with vestax mixer, lexicon effects unit.</p>",1945,,Spree: An Escape From Reality,15,Album,http://freemusicarchive.org/music/Ethan_Persoff/Spree_An_Escape_From_Reality/,Ethan Persoff,http://freemusicarchive.org/music/Ethan_Persoff/,[]
185,0,11/26/2008 02:13:33 AM,2001,,1,SNAP,https://freemusicarchive.org/file/images/albums/Ethan_Persoff_-_SNAP_-_2009113012424836.jpg,"[{'image_id': '651', 'image_file': 'https://freemusicarchive.org/file/images/artists/Landed_-_2009113015057757.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","
<p>Dedicated to Charlie Feathers and Sensuous Black Woman. Recorded May 2001, full album art and information at: </p><p><a href=""http://www.ep.tc/music/snap"">http://www.ep.tc/music/snap</a></p>",314,,SNAP!,2,Album,http://freemusicarchive.org/music/Ethan_Persoff/SNAP/,Ethan Persoff,http://freemusicarchive.org/music/Ethan_Persoff/,[]
186,0,11/26/2008 02:14:18 AM,2009,,0,I_Stayed_Home__single,https://freemusicarchive.org/file/images/albums/Ethan_Persoff_-_I_Stayed_Home__single_-_2009113012423824.jpg,"[{'image_id': '654', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lazy_Magnet_-_2009113015100740.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': 'CC BY-SA 2.0', 'image_source': 'http://www.flickr.com/photos/crapavalanche/2446784556/'}]","<p>Recorded January 2003<a href=""http://www.ep.tc/music"">http://www.ep.tc/music</a></p>",444,,"""I Stayed Home ..."" (single)",1,Single Tracks,http://freemusicarchive.org/music/Ethan_Persoff/I_Stayed_Home__single/,Ethan Persoff,http://freemusicarchive.org/music/Ethan_Persoff/,[]
187,0,11/26/2008 02:14:23 AM,2002,,0,25_Lessons_in_HYPNOTISM,https://freemusicarchive.org/file/images/albums/Ethan_Persoff_-_25_Lessons_in_HYPNOTISM_-_2009113012422331.jpg,"[{'image_id': '658', 'image_file': 'https://freemusicarchive.org/file/images/artists/Leprechaun_Catering_-_2009113015102013.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p><span style=""font-family:'Courier New', Courier, mono;"">Recorded March through September, 2002</span></p>
<p><span style=""font-family:'Courier New', Courier, mono;"">Full album and notes:</span><span style=""font-family:'Courier New', Courier, mono;""><a href=""http://www.ep.tc/horse/25lessons.html"">http://www.ep.tc/horse/25lessons.html</a></span></p>",2565,,25 Lessons in HYPNOTISM,6,Album,http://freemusicarchive.org/music/Ethan_Persoff/25_Lessons_in_HYPNOTISM/,Ethan Persoff,http://freemusicarchive.org/music/Ethan_Persoff/,[]
189,0,11/26/2008 02:14:43 AM,2009,,1,summer_2008_demos,https://freemusicarchive.org/img/generic/album-default-single.png,"[{'image_id': '662', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lexie_Mountain_Boys_-_2009113015106998.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>2 unreleased mp3s from Portland, OR's all-female trio, Explode Into Colors.</p>",3883,,summer 2008 demos,2,Single Tracks,http://freemusicarchive.org/music/Explode_Into_Colors/summer_2008_demos/,Explode Into Colors,http://freemusicarchive.org/music/Explode_Into_Colors/,[]
190,0,11/26/2008 02:14:49 AM,2007,,0,Change_Thoughts_radio_edit,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '666', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lightning_Bolt_-_2009113015109197.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>From the album Change Thoughts, released by Fanatic's own Signature Music imprint in 2007.</p>",5339,,Change Thoughts (radio edit),11,Album,http://freemusicarchive.org/music/Fanatic/Change_Thoughts_radio_edit/,Fanatic,http://freemusicarchive.org/music/Fanatic/,[]
191,0,11/26/2008 02:14:53 AM,2007,,0,Change_Thoughts,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '5567', 'image_file': 'https://freemusicarchive.org/file/images/artists/Liquorball_-_20091229180714003.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>From the album Change Thoughts, released by Fanatic's own Signature Music imprint in 2007.</p>",2695,,Change Thoughts,11,Album,http://freemusicarchive.org/music/Fanatic/Change_Thoughts/,Fanatic,http://freemusicarchive.org/music/Fanatic/,[]
192,0,11/26/2008 02:15:57 AM,2009,,0,Cataclysm,https://freemusicarchive.org/file/images/albums/Flying_Luttenbachers_-_Cataclysm_-_2009113012445248.jpg,"[{'image_id': '669', 'image_file': 'https://freemusicarchive.org/file/images/artists/Little_Howlin_Wolf_-_2009113015112568.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>The ultimate sonic battle between The Behemoth and The Void!!! The cosmos are shaken and nothing survives!</p>
<p>The Flying Luttenbachers ""Cataclysm"" features 9 tracks of intense, modernistic rock. For close to 15 years, this notorious instrumental unit has been terrorizing puny earthlings with a high energy, amorphous fusion of all things extreme and dissonant. (-via <a href=""http://cdbaby.com/cd/luttenbachers"">CDBaby.com</a>)</p>",5718,,Cataclysm,1,Album,http://freemusicarchive.org/music/Flying_Luttenbachers/Cataclysm/,Flying Luttenbachers,http://freemusicarchive.org/music/Flying_Luttenbachers/,[]
194,0,11/26/2008 02:16:09 AM,2004,,0,The_Void,https://freemusicarchive.org/file/images/albums/Flying_Luttenbachers_-_The_Void_-_2009113012446561.jpg,"[{'image_id': '545', 'user_id': None, 'artist_id': None, 'album_id': '194', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Flying_Luttenbachers_-_The_Void_-_2009113012446561.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>frenzied, dissonant minimalism on this intricate suite of modern no wave by the seminal Flying Luttenbachers.</p>
<p>Featuring: Ed Rodriguez (also Gorge Trio, ex-Colossamite, ex-Iceburn), bassist Mike Green (also Burmese) and Weasel Walter back on the drum throne.</p>",573,,The Void,1,Album,http://freemusicarchive.org/music/Flying_Luttenbachers/The_Void/,Flying Luttenbachers,http://freemusicarchive.org/music/Flying_Luttenbachers/,[]
195,0,11/26/2008 02:16:14 AM,2009,,0,Trauma,https://freemusicarchive.org/file/images/albums/Flying_Luttenbachers_-_Trauma_-_2009113012446078.jpg,"[{'image_id': '674', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lovely_Little_Girls_-_2009113015117466.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>Blistering, furious hardcore free jazz from the saxophone/contrabass/drums lineup of this seminal punk jazz/no wave unit.</p>
<p>Featuring Michael Colligan (also of Pillow), bassist Kurt Johnson (also of Lozenge) and notorious drummer Weasel Walter.</p>",326,,Trauma,1,Album,http://freemusicarchive.org/music/Flying_Luttenbachers/Trauma/,Flying Luttenbachers,http://freemusicarchive.org/music/Flying_Luttenbachers/,[]
196,0,11/26/2008 02:16:18 AM,2007,,0,mp3_single_with_Faust,https://freemusicarchive.org/img/generic/album-default-single.png,[],<p>Recorded with Hans Jochim Irmler from Faust in the winter of 2007.</p>,7723,,mp3 single with Faust,1,Single Tracks,http://freemusicarchive.org/music/Food_For_Animals/mp3_single_with_Faust/,Food For Animals,http://freemusicarchive.org/music/Food_For_Animals/,[]
197,0,11/26/2008 02:16:20 AM,2009,,0,Cock_Rock_Disco_2006_Free_Compilation,https://freemusicarchive.org/img/generic/album-default-lp-transparent.png,"[{'image_id': '676', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lozenge_-_2009113015120948.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]",,2822,,Cock Rock Disco 2006 Free Compilation,1,Album,http://freemusicarchive.org/music/Food_For_Animals/Cock_Rock_Disco_2006_Free_Compilation/,Food For Animals,http://freemusicarchive.org/music/Food_For_Animals/,[]
198,0,11/26/2008 02:16:21 AM,2006,,0,Fuck_The_Future,https://freemusicarchive.org/file/images/albums/Foot_Village_-_Fuck_The_Future_-_2009113012449061.jpg,"[{'image_id': '692', 'image_file': 'https://freemusicarchive.org/file/images/artists/Lungs_Of_A_Giant_-_2009113015126311.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': 'Greg Harrison', 'image_source': 'http://flickr.com/photos/texecution/276845232/'}]","<p>Contains all tracks from debut 3?€? cdr, 7?€?, and World Fantasy 10"".<br />Art by Lart.</p>
<p>Tracks 7-11: self-released</p>
<p>Tracks 13-15: Deathbomb Arc</p>
<p>(Re)Mastered by Pete Swanson of <a href=""http://www.myspace.com/yellowswans"">Yello Swans</a>.</p>",4226,,Fuck The Future,8,Album,http://freemusicarchive.org/music/Foot_Village/Fuck_The_Future/,Foot Village,http://freemusicarchive.org/music/Foot_Village/,[]
199,0,11/26/2008 02:16:37 AM,2007,,3,Macondo,https://freemusicarchive.org/file/images/albums/Fsforo_-_Macondo_-_2009113012457490.jpg,"[{'image_id': '551', 'user_id': None, 'artist_id': None, 'album_id': '199', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Fsforo_-_Macondo_-_2009113012457490.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>2007's Macondo EP, released on the F??sforo's own Raya Records imprint.</p>",17169,,Macondo,6,Album,http://freemusicarchive.org/music/Fsforo/Macondo/,F??sforo,http://freemusicarchive.org/music/Fsforo/,[]
201,0,11/26/2008 02:16:59 AM,2009,,1,The_Severed_Tongue_Speaks_For_Everyone,https://freemusicarchive.org/file/images/albums/The_Functional_Blackouts_-_The_Severed_Tongue_Speaks_For_Everyone_-_2009113013921097.jpg,"[{'image_id': '384', 'image_file': 'https://freemusicarchive.org/file/images/artists/Mahjongg_-_2009113015133262.jpg', 'image_title': 'Artist Image: Mahjongg', 'image_caption': 'Mahjongg live at Southpaw in Brooklyn, NY 1/26/08', 'image_copyright': '(cc) by-nc-nd 2.0 Bryan Bruchman', 'image_source': 'http://flickr.com/photos/subinev'}, {'image_id': '385', 'image_file': 'https://freemusicarchive.org/file/images/artists/Mahjongg_-_2009113015133165.jpg', 'image_title': 'Artist Image: Mahjongg', 'image_caption': 'Mahjongg live at Southpaw in Brooklyn, NY 1/26/08', 'image_copyright': '(cc) by-nc-nd 2.0 Bryan Bruchman', 'image_source': 'http://flickr.com/photos/subinev'}]","<p>THeir 2006 relase on Criminal IQ Records.</p>
<p>Featuring: DR. FILTH -GUITAR, MAC BLACKOUT - GUITAR, COS THE BOSS- DRUMS, ROB VOMITOSE - BASS</p>",348,,The Severed Tongue Speaks For Everyone,3,Album,http://freemusicarchive.org/music/The_Functional_Blackouts/The_Severed_Tongue_Speaks_For_Everyone/,The Functional Blackouts,http://freemusicarchive.org/music/The_Functional_Blackouts/,[]
202,0,11/26/2008 02:17:04 AM,2009,,2,The_Cult_From_Moon_Mountain,https://freemusicarchive.org/file/images/albums/Fursaxa_-_The_Cult_From_Moon_Mountain_-_2009113012505050.jpg,"[{'image_id': '558', 'user_id': None, 'artist_id': None, 'album_id': '202', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Fursaxa_-_The_Cult_From_Moon_Mountain_-_2009113012505050.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]",<p>A tour CDr containing live recordings from live shows throughout 2002/3.</p>,1248,,The Cult From Moon Mountain,2,Album,http://freemusicarchive.org/music/Fursaxa/The_Cult_From_Moon_Mountain/,Fursaxa,http://freemusicarchive.org/music/Fursaxa/,[]
203,0,11/26/2008 02:17:08 AM,2008,,2,Kobold_Moon,https://freemusicarchive.org/file/images/albums/Fursaxa_-_Kobold_Moon_-_2009113012505066.jpg,"[{'image_id': '559', 'user_id': None, 'artist_id': None, 'album_id': '203', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Fursaxa_-_Kobold_Moon_-_2009113012505066.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p><span class=""style6"">""Kobold Moon"" CD released on my Tara's own Sylph label. </span><span class=""style6"">All art for this release was hand-crafted and designed by Belgian artist Alain Valet.</span></p>",5100,,Kobold Moon,3,Album,http://freemusicarchive.org/music/Fursaxa/Kobold_Moon/,Fursaxa,http://freemusicarchive.org/music/Fursaxa/,[]
204,0,11/26/2008 02:17:20 AM,2007,,0,Take_A_hit,https://freemusicarchive.org/file/images/albums/Fuzz_Unlimited_-_Take_A_hit_-_2009113012507901.jpg,"[{'image_id': '561', 'user_id': None, 'artist_id': None, 'album_id': '204', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Fuzz_Unlimited_-_Take_A_hit_-_2009113012507901.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>Mike Bell leads this scuzzed out ""garage"" band into oblivion and back. Serious Baltimore rock and roll. Features members of The Platinum Slugs, Temple of Bon Matin, and the Dirt. 60's/70's Iggy influenced Blazed out Punk Rock. (-via <a href=""http://www.mt6records.com/releases.htm"" target=""_blank"">MT6 Records</a>)</p>",1005,,Take A hit,5,Album,http://freemusicarchive.org/music/Fuzz_Unlimited/Take_A_hit/,Fuzz Unlimited,http://freemusicarchive.org/music/Fuzz_Unlimited/,[]
206,0,11/26/2008 02:17:48 AM,2009,,0,Live_In_the_Mens_and_Womens_Room,https://freemusicarchive.org/file/images/albums/Gang_Wizard__Yellow_Swans_-_Live_In_the_Mens_and_Womens_Room_-_2009113012509243.jpg,"[{'image_id': '1302', 'user_id': None, 'artist_id': None, 'album_id': '206', 'curator_id': None, 'image_file': 'https://freemusicarchive.org/file/images/albums/Gang_Wizard__Yellow_Swans_-_Live_In_the_Mens_and_Womens_Room_-_2009113012509243.jpg', 'image_title': 'albums Image', 'image_caption': None, 'image_copyright': None, 'image_source': None, 'image_order': '0'}]","<p>Recorded Live In the Men's and Women's bathrooms at the Placebo in Arcata, CA in 2004.</p>
<p>A split with Gabe and Pete of Yellow Swans.</p>
<p>When life hands you a mysterious night in a punk rock venue by the ocean, what do you do? You play acoustic sets in the men's and women's restrooms!</p>
<p>Gang Wizard (on this recording) is Brian, Jake and Rob, in the men's restroom, howling something about lobsters and BMX bikers, with banjo and water sounds, plus thunder-lavatoric drums; it is ludicrous in the same way that the universe is ludicrous.</p>
<p>D. Yellow Swans is Gabe and Pete, in the women's restroom, throat-singing and setting off burglar alarms, their stun-wave electrosound desiccated and situated among water and echoey tiles; it has its own logic in the way that the universe has its own logic.</p>
<p>A co-release with <a href=""http://www.deathbombarc.com/"">Deathbomb Arc</a> and <a href=""http://www.jyrk.com/"">(Collective) Jyrk</a>.(-via <a href=""http://www.tapemountain.com/gwdys.html"" target=""_blank"">Jake's website</a>)</p>",225,,Live In the Men's and Women's Room,2,Live Performance,http://freemusicarchive.org/music/Gang_Wizard__Yellow_Swans/Live_In_the_Mens_and_Womens_Room/,Gang Wizard / Yellow Swans,http://freemusicarchive.org/music/Gang_Wizard__Yellow_Swans/,[]
207,0,11/26/2008 02:17:52 AM,2009,,0,Live_at_LongHaul,https://freemusicarchive.org/img/generic/album-default-live.png,"[{'image_id': '879', 'image_file': 'https://freemusicarchive.org/file/images/artists/Michael_J_Schumacher_-_2009113015204316.jpg', 'image_title': 'artists Image', 'image_caption': None, 'image_copyright': None, 'image_source': None}]","<p>Recorded live in an anarchist bookstore in Berkeley, this document captures the sound of sweaty Gang Wizard members colliding with sweaty anarchists, and everyone was screaming and dancing like crazy, and it was a NO WAVE DANCE PARTY. Jake was playing RYL-style (or riot-grrl style) one-note guitar riffs, Mike was playing the trumpet into a microphone that was stuffed down Jake's t-shirt, Brian destroyed his white guitar while wearing a lot of surgical tape, Aileen jumped up and down, and Christopher was ready to keep playing for another hour. (-via Jake's <a href=""http://www.tapemountain.com/longhaul.html"" target=""_blank"">website</a>)</p>",522,,Live at LongHaul,5,Live Performance,http://freemusicarchive.org/music/Gang_Wizard/Live_at_LongHaul/,Gang Wizard,http://freemusicarchive.org/music/Gang_Wizard/,[]
